order_id,customer_id,product_id,quantity,order_date,status,discount_pct,shipping_cost
250,375,296,1,2023-03-22,completed,0,0.74
251,1724,390,1,2024-07-08,cancelled,0,12.17
252,1916,296,2,2024-07-13,completed,5,13.59
253,206,459,1,2023-02-11,shipped,5,13.78
254,191,337,1,2023-02-23,returned,0,1.03
255,9,55,3,2023-02-13,shipped,20,12.14
256,1110,55,1,2024-08-28,completed,25,13.43
257,168,172,1,2024-10-26,completed,0,9.46
258,964,112,2,2023-05-10,cancelled,0,11.07
259,489,209,1,2024-06-19,completed,5,8.65
260,1009,281,1,2024-03-16,shipped,0,9.2
261,395,423,1,2023-12-19,returned,0,6.07
262,843,467,1,2023-10-03,completed,0,9.25
263,1448,216,1,2024-09-11,completed,20,0.02
264,831,303,1,2023-09-17,returned,0,8.65
265,246,496,1,2023-05-16,completed,0,3.46
266,1526,24,2,2024-12-01,completed,15,1.99
267,567,492,1,2023-01-03,completed,0,10.76
268,847,55,1,2024-04-02,completed,0,2.2
269,1780,189,1,2024-02-25,completed,15,9.89
270,909,340,1,2024-10-12,shipped,0,3.1
271,386,446,1,2024-11-09,completed,0,7.35
272,896,26,1,2024-03-19,completed,20,2.38
273,1533,235,1,2023-07-28,completed,15,1.66
274,289,146,1,2024-03-12,cancelled,0,7.1
275,134,301,1,2023-11-07,completed,0,6.74
276,1720,245,4,2023-10-04,processing,0,7.21
277,1854,69,1,2023-08-29,cancelled,20,5.77
278,1044,329,4,2023-04-23,cancelled,5,10.82
279,522,354,1,2024-11-05,shipped,25,11.99
280,42,33,1,2023-04-20,completed,0,13.48
281,1659,126,2,2024-11-15,returned,25,12.84
282,1637,474,1,2023-07-07,completed,20,14.66
283,306,491,1,2024-12-07,shipped,25,6.3
284,3,247,1,2023-04-22,shipped,5,10.81
285,515,357,2,2024-08-23,returned,0,9.43
286,1158,289,1,2024-01-25,completed,20,9.37
287,666,24,2,2024-01-01,cancelled,20,11.38
288,683,253,1,2024-07-29,completed,0,10.35
289,1158,459,1,2024-02-25,shipped,0,3.07
290,1096,379,1,2024-11-28,completed,25,6.62
291,453,378,1,2024-01-15,completed,0,0.55
292,1881,301,1,2023-10-15,completed,20,13.4
293,698,473,1,2023-05-02,returned,0,12.08
294,1100,383,1,2023-09-04,completed,0,7.14
295,1109,86,1,2024-12-13,processing,0,13.89
296,1674,111,2,2023-12-05,returned,0,1.33
297,470,474,1,2023-01-01,shipped,15,10.45
298,1543,232,1,2023-06-18,returned,0,11.08
299,44,342,1,2023-06-26,completed,0,3.51
300,1501,92,1,2023-08-03,processing,0,1.99
301,126,339,1,2024-09-25,completed,0,0.47
302,751,322,2,2023-11-03,completed,15,2.31
303,1708,462,1,2024-01-23,completed,0,2.57
304,1092,90,1,2024-03-06,completed,0,1.27
305,434,38,1,2023-04-22,completed,15,3.44
306,546,366,1,2024-07-22,returned,25,14.25
307,1842,493,3,2023-12-04,returned,20,2.36
308,1092,339,1,2024-04-04,processing,15,2.58
309,572,162,1,2023-08-08,completed,0,2.94
310,770,396,1,2023-04-04,completed,0,11.95
311,1845,28,1,2024-12-18,completed,25,14.24
312,1148,246,1,2024-10-27,completed,0,0.79
313,1104,449,1,2023-05-10,cancelled,0,13.62
314,1758,311,1,2023-03-17,completed,0,8.09
315,695,269,1,2023-09-23,completed,5,4.98
316,1696,92,1,2024-05-17,completed,0,2.1
317,1432,326,1,2023-06-01,cancelled,20,1.07
318,165,378,2,2024-04-16,shipped,0,10.22
319,62,17,2,2023-01-28,completed,0,12.94
320,172,166,1,2024-10-14,completed,0,1.24
321,985,488,2,2024-03-25,completed,25,9.71
322,1613,323,2,2024-09-11,shipped,0,10.79
323,641,195,1,2024-05-31,completed,5,11.29
324,327,44,1,2023-06-01,processing,25,7.15
325,1070,467,2,2023-06-04,completed,0,12.37
326,1027,319,2,2023-11-18,cancelled,15,7.03
327,891,240,1,2024-09-05,completed,0,0.04
328,1815,126,1,2024-10-13,cancelled,10,1.33
329,564,272,1,2024-01-22,completed,0,3.54
330,1634,138,1,2023-11-26,shipped,10,9.92
331,636,421,1,2024-08-13,cancelled,15,10.94
332,1463,21,1,2023-02-24,shipped,15,3.12
333,1234,439,1,2024-04-16,completed,10,11.8
334,1582,320,2,2024-06-22,completed,0,1.89
335,549,411,1,2023-05-06,cancelled,15,3.79
336,255,456,1,2024-06-25,completed,0,3.92
337,1971,439,1,2024-07-14,completed,20,7.48
338,1057,100,1,2023-07-12,shipped,25,9.72
339,549,125,1,2023-03-09,returned,0,10.45
340,1389,152,2,2024-06-18,completed,5,6.11
341,43,125,2,2023-05-14,cancelled,10,10.83
342,883,110,1,2023-09-15,completed,0,6.93
343,1684,200,1,2024-10-08,shipped,15,2.35
344,1552,149,2,2023-02-13,completed,0,6.05
345,1477,346,1,2024-07-10,completed,0,4.41
346,1370,44,1,2023-11-12,completed,15,11.88
347,1051,295,4,2024-06-27,completed,25,13.74
348,1582,116,2,2024-01-13,cancelled,0,8.34
349,1063,92,2,2023-10-10,completed,10,10.88
350,954,313,2,2023-03-05,completed,10,0.56
351,1747,150,1,2023-08-10,shipped,0,14.55
352,398,425,1,2024-08-24,completed,10,13.25
353,809,373,1,2023-05-25,returned,0,1.35
354,932,270,1,2023-05-07,completed,25,0.72
355,494,304,1,2024-11-26,completed,0,7.39
356,830,330,1,2023-08-20,completed,0,13.24
357,1482,40,4,2024-09-18,shipped,25,7.45
358,798,49,1,2024-05-27,cancelled,15,11.68
359,1827,5,1,2023-07-09,completed,0,12.31
360,1201,55,1,2024-02-29,returned,0,8.25
361,1073,474,1,2024-12-05,processing,15,5.01
362,541,374,1,2024-09-02,shipped,0,14.41
363,1878,2,3,2024-11-27,returned,0,5.88
364,1623,178,1,2023-03-01,completed,0,4.67
365,1656,64,2,2024-10-16,completed,5,1.63
366,463,119,1,2024-05-03,returned,10,12.57
367,286,388,5,2023-07-19,completed,0,12.22
368,1929,111,1,2024-06-01,processing,0,1.1
369,564,172,1,2023-03-20,completed,0,3.83
370,1425,382,2,2023-10-29,shipped,0,7.8
371,1927,383,1,2024-01-11,shipped,0,11.67
372,487,253,4,2024-03-14,completed,15,14.49
373,1064,356,1,2023-05-12,completed,15,11.7
374,1923,22,4,2023-02-26,shipped,25,13.27
375,800,204,3,2023-04-01,processing,0,5.79
376,149,165,4,2023-08-06,completed,0,14.29
377,521,460,1,2023-02-23,completed,15,7.64
378,894,293,1,2024-10-03,cancelled,20,6.37
379,1320,463,1,2023-08-04,completed,25,12.47
380,1536,494,1,2023-09-05,completed,5,13.45
381,1626,271,5,2023-07-18,processing,10,4.48
382,1768,342,3,2024-06-25,completed,0,6.11
383,479,331,1,2023-05-08,shipped,0,1.54
384,925,354,1,2024-09-12,returned,0,7.61
385,1190,363,1,2023-10-24,completed,5,8.61
386,1464,232,5,2024-08-19,returned,0,6.04
387,1447,294,1,2024-10-02,returned,15,11.5
388,1655,193,2,2024-11-03,returned,5,12.45
389,1556,308,2,2024-11-23,cancelled,20,1.34
390,606,75,1,2024-01-10,returned,15,9.55
391,509,76,1,2023-04-16,cancelled,5,0.32
392,1818,159,1,2023-07-19,completed,0,13.36
393,379,430,2,2023-08-17,shipped,5,11.71
394,828,289,1,2023-02-26,completed,15,9.33
395,1143,243,1,2024-10-17,shipped,0,6.86
396,1992,457,1,2024-03-28,completed,0,11.24
397,1151,483,5,2023-08-22,shipped,25,9.1
398,1373,340,1,2024-01-06,cancelled,0,13.48
399,284,337,3,2023-01-18,shipped,5,12.42
400,1967,209,3,2023-05-01,returned,0,13.53
401,1250,223,1,2024-07-16,shipped,0,6.09
402,1116,347,1,2024-11-07,cancelled,5,1.4
403,784,294,1,2024-02-21,completed,0,13.85
404,31,288,1,2024-03-12,completed,0,10.08
405,1570,98,2,2023-11-18,completed,10,14.71
406,516,432,1,2023-10-01,completed,15,8.12
407,1204,408,2,2024-06-05,completed,5,9.39
408,1751,16,2,2023-06-18,completed,20,11.28
409,14,342,2,2024-03-20,shipped,15,13.61
410,129,29,1,2024-02-01,completed,25,3.03
411,1369,99,2,2023-12-09,completed,0,0.72
412,769,271,1,2024-10-25,returned,5,1.2
413,150,440,2,2023-02-25,completed,20,6.12
414,1768,323,1,2024-08-19,completed,20,9.63
415,104,374,1,2024-10-14,processing,5,4.05
416,903,227,1,2024-02-05,processing,0,0.87
417,1814,72,2,2024-02-26,shipped,0,8.94
418,40,285,2,2024-05-18,completed,20,13.84
419,330,290,1,2024-09-08,completed,0,11.54
420,47,204,4,2024-11-21,completed,25,3.94
421,407,104,1,2023-04-02,shipped,0,14.31
422,733,367,4,2023-07-27,shipped,10,13.74
423,223,240,1,2023-03-23,completed,20,0.16
424,1389,53,1,2023-06-17,completed,0,5.7
425,1537,217,1,2024-06-09,processing,10,1.99
426,1119,294,5,2024-01-21,processing,0,2.86
427,153,457,1,2023-10-31,completed,5,3.97
428,1487,493,1,2024-08-15,shipped,10,0.72
429,603,262,1,2023-04-07,completed,15,4.13
430,485,232,1,2023-09-14,cancelled,0,5.98
431,222,475,1,2024-04-19,completed,20,10.01
432,1875,96,1,2023-06-15,returned,0,13.17
433,1099,424,1,2024-10-05,shipped,0,3.92
434,352,294,1,2024-05-18,shipped,20,3.51
435,1775,424,1,2024-07-06,cancelled,0,13.15
436,363,279,1,2023-11-23,completed,15,0.44
437,1173,385,1,2023-01-24,returned,20,11.78
438,1116,369,1,2024-02-17,completed,0,6.8
439,825,441,4,2023-08-30,completed,15,7.77
440,1762,406,1,2023-01-03,completed,15,8.11
441,1350,431,1,2023-08-18,completed,10,4.92
442,177,202,1,2024-11-06,shipped,10,0.22
443,1105,230,4,2024-12-04,completed,5,6.07
444,1501,38,1,2023-06-28,completed,0,14.73
445,671,291,1,2024-04-12,cancelled,0,8.36
446,1583,350,1,2024-03-16,cancelled,25,4.33
447,1778,9,4,2023-05-10,completed,0,12.76
448,1949,310,1,2023-08-24,returned,25,6.5
449,1468,355,1,2023-10-26,returned,0,4.47
450,692,434,2,2024-06-08,completed,25,9.44
451,581,178,1,2024-07-12,completed,25,6.87
452,1424,336,1,2024-01-01,cancelled,0,3.53
453,823,230,1,2023-07-20,completed,25,11.54
454,54,479,1,2023-10-09,returned,15,11.7
455,131,369,1,2024-04-17,processing,20,9.16
456,788,278,1,2024-09-30,completed,15,7.59
457,1715,428,1,2024-06-12,completed,0,7.41
458,1620,330,1,2024-11-28,completed,25,0.01
459,1398,321,2,2024-01-13,completed,0,10.43
460,1359,459,2,2024-02-04,shipped,15,10.92
461,1405,234,1,2023-02-01,cancelled,0,2.52
462,361,399,2,2024-01-19,cancelled,5,3.77
463,806,236,1,2023-07-20,returned,0,5.3
464,603,96,1,2024-10-11,returned,0,10.25
465,1735,138,2,2023-08-16,returned,0,8.19
466,1914,53,1,2023-06-18,shipped,5,1.19
467,383,273,2,2024-05-09,shipped,0,13.71
468,797,86,4,2023-06-25,completed,15,14.19
469,1779,356,1,2024-06-26,cancelled,10,1.53
470,218,287,2,2024-01-14,processing,10,0.38
471,1063,135,4,2024-07-26,shipped,10,0.23
472,1549,250,2,2023-10-22,completed,5,3.36
473,628,322,1,2024-11-22,completed,25,12.36
474,1898,427,1,2024-05-07,completed,20,2.47
475,1069,427,2,2024-08-18,completed,0,4.04
476,177,430,1,2024-02-08,completed,5,1.32
477,930,56,1,2023-12-02,completed,0,1.61
478,750,318,3,2024-03-05,cancelled,20,10.92
479,200,122,2,2024-04-03,returned,10,0.69
480,545,488,2,2024-12-14,completed,0,4.25
481,73,398,1,2024-04-12,completed,15,9.24
482,1426,303,1,2024-07-28,completed,0,9.08
483,1552,245,1,2024-01-05,cancelled,0,3.53
484,1079,286,2,2023-12-23,completed,15,2.44
485,1916,170,1,2024-03-14,shipped,15,0.88
486,1770,396,1,2024-03-01,completed,20,8.08
487,612,442,1,2024-05-19,completed,10,7.65
488,1109,324,1,2024-08-25,shipped,15,14.47
489,1614,365,2,2023-10-22,completed,0,7.53
490,1962,315,3,2023-03-26,completed,15,14.78
491,279,478,2,2023-02-10,completed,0,2.34
492,763,328,1,2024-10-24,completed,0,1.09
493,269,330,2,2023-04-29,completed,10,13.03
494,427,3,1,2024-05-07,shipped,0,7.83
495,1138,378,1,2023-04-13,cancelled,5,4.55
496,1075,316,1,2024-08-23,completed,20,2.16
497,867,230,3,2024-03-27,completed,5,9.65
498,1530,4,1,2024-06-11,completed,0,13.79
499,429,487,4,2024-06-22,completed,0,12.08
500,1450,279,2,2023-04-19,completed,0,2.86
501,259,103,1,2024-10-22,returned,0,9.4
502,190,31,1,2023-01-09,shipped,0,7.79
503,538,251,1,2024-07-20,cancelled,20,5.18
504,339,393,1,2024-06-15,completed,0,9.98
505,1612,93,3,2024-05-06,shipped,20,4.81
506,1152,322,1,2023-05-19,returned,15,2.32
507,1930,17,1,2024-09-25,processing,0,7.66
508,784,461,1,2023-09-04,cancelled,0,5.89
509,1780,94,2,2023-05-04,processing,20,2.63
510,1408,111,1,2023-08-11,completed,0,14.35
511,668,94,1,2024-08-13,completed,0,11.11
512,1957,52,2,2023-12-01,completed,0,9.61
513,1133,282,1,2023-06-20,completed,10,9.8
514,1617,296,2,2024-07-07,completed,0,4.8
515,547,214,1,2024-10-22,processing,20,11.06
516,449,83,2,2023-10-24,returned,0,14.13
517,682,134,2,2024-08-14,completed,20,9.17
518,370,458,1,2024-08-19,returned,20,0.04
519,358,226,1,2023-02-26,returned,10,3.7
520,960,389,1,2024-05-24,shipped,0,3.21
521,284,297,4,2024-06-15,completed,0,1.96
522,1664,346,2,2023-04-11,shipped,0,11.9
523,1494,405,2,2023-02-25,completed,25,2.83
524,1810,23,1,2024-07-21,processing,20,9.1
525,1063,258,1,2024-08-05,completed,20,5.24
526,1420,379,2,2024-01-17,completed,25,5.36
527,1306,274,1,2023-03-04,completed,0,3.03
528,619,121,3,2024-10-22,returned,0,12.22
529,657,57,1,2023-12-22,returned,0,14.31
530,1841,476,2,2023-01-24,completed,0,9.64
531,1596,475,2,2024-08-23,completed,10,9.96
532,621,102,1,2024-10-31,returned,25,2.89
533,1687,101,3,2024-08-13,completed,15,14.88
534,431,352,1,2023-04-06,completed,0,2.18
535,1297,78,2,2023-04-29,processing,0,2.36
536,840,239,2,2023-05-23,completed,0,1.73
537,238,58,1,2023-04-18,completed,0,13.7
538,248,317,2,2024-04-02,cancelled,0,10.84
539,1557,225,4,2023-07-22,returned,0,0.56
540,395,221,1,2023-08-02,completed,25,0.2
541,933,334,2,2023-11-05,completed,25,1.55
542,361,52,1,2023-01-24,cancelled,25,10.25
543,288,473,1,2023-01-09,completed,10,14.73
544,1222,147,1,2023-01-18,shipped,0,10.51
545,1982,180,2,2023-03-09,completed,0,12.08
546,1466,342,1,2023-12-20,returned,0,11.69
547,1017,422,1,2023-04-10,completed,0,14.53
548,291,142,1,2024-01-03,shipped,25,4.9
549,794,158,2,2023-05-14,completed,0,12.7
550,1929,39,3,2023-06-09,processing,0,2.11
551,1906,28,1,2024-01-06,cancelled,0,7.19
552,1014,143,1,2024-09-05,completed,0,6.65
553,884,219,2,2023-01-23,completed,15,3.42
554,1762,145,1,2023-04-20,completed,10,4.79
555,1696,450,1,2024-10-19,completed,0,3.33
556,67,128,1,2023-01-18,shipped,10,13.62
557,1960,255,1,2024-10-17,completed,20,5.53
558,1276,34,1,2024-08-27,shipped,10,5.58
559,1728,89,4,2023-09-15,completed,20,12.62
